0,9,2016-2-1,6.226721671363111
0,9,2016-6-1,6.226721671363111
0,9,2016-10-1,6.226721671363111
1,9,2016-2-2,28.84805851139516
1,9,2016-6-2,28.84805851139516
1,9,2016-10-2,28.84805851139516
2,9,2016-2-3,3.8297621874835763
2,9,2016-6-3,3.8297621874835763
2,9,2016-10-3,3.8297621874835763
3,9,2016-2-4,63.68943326016453
3,9,2016-6-4,63.68943326016453
3,9,2016-10-4,63.68943326016453
4,9,2016-2-5,37.20804135172426
4,9,2016-6-5,37.20804135172426
4,9,2016-10-5,37.20804135172426
5,9,2016-2-6,11.158015156854306
5,9,2016-6-6,11.158015156854306
5,9,2016-10-6,11.158015156854306
6,9,2016-2-7,94.78095816907555
6,9,2016-6-7,94.78095816907555
6,9,2016-10-7,94.78095816907555
7,9,2016-2-8,12.552321853055536
7,9,2016-6-8,12.552321853055536
7,9,2016-10-8,12.552321853055536
8,9,2016-2-9,68.4379665294246
8,9,2016-6-9,68.4379665294246
8,9,2016-10-9,68.4379665294246
9,9,2016-2-10,99.40168002729322
9,9,2016-6-10,99.40168002729322
9,9,2016-10-10,99.40168002729322
