0,6,2016-1-1,89.05219225205583
0,6,2016-2-1,89.05219225205583
0,6,2016-3-1,89.05219225205583
0,6,2016-4-1,89.05219225205583
0,6,2016-5-1,89.05219225205583
0,6,2016-6-1,89.05219225205583
0,6,2016-7-1,89.05219225205583
0,6,2016-8-1,89.05219225205583
0,6,2016-9-1,89.05219225205583
0,6,2016-10-1,89.05219225205583
0,6,2016-11-1,89.05219225205583
0,6,2016-12-1,89.05219225205583
1,6,2016-1-2,65.37524676555536
1,6,2016-2-2,65.37524676555536
1,6,2016-3-2,65.37524676555536
1,6,2016-4-2,65.37524676555536
1,6,2016-5-2,65.37524676555536
1,6,2016-6-2,65.37524676555536
1,6,2016-7-2,65.37524676555536
1,6,2016-8-2,65.37524676555536
1,6,2016-9-2,65.37524676555536
1,6,2016-10-2,65.37524676555536
1,6,2016-11-2,65.37524676555536
1,6,2016-12-2,65.37524676555536
2,6,2016-1-3,29.765887810966774
2,6,2016-2-3,29.765887810966774
2,6,2016-3-3,29.765887810966774
2,6,2016-4-3,29.765887810966774
2,6,2016-5-3,29.765887810966774
2,6,2016-6-3,29.765887810966774
2,6,2016-7-3,29.765887810966774
2,6,2016-8-3,29.765887810966774
2,6,2016-9-3,29.765887810966774
2,6,2016-10-3,29.765887810966774
2,6,2016-11-3,29.765887810966774
2,6,2016-12-3,29.765887810966774
3,6,2016-1-4,50.1513226331941
3,6,2016-2-4,50.1513226331941
3,6,2016-3-4,50.1513226331941
3,6,2016-4-4,50.1513226331941
3,6,2016-5-4,50.1513226331941
3,6,2016-6-4,50.1513226331941
3,6,2016-7-4,50.1513226331941
3,6,2016-8-4,50.1513226331941
3,6,2016-9-4,50.1513226331941
3,6,2016-10-4,50.1513226331941
3,6,2016-11-4,50.1513226331941
3,6,2016-12-4,50.1513226331941
4,6,2016-1-5,42.77348121229979
4,6,2016-2-5,42.77348121229979
4,6,2016-3-5,42.77348121229979
4,6,2016-4-5,42.77348121229979
4,6,2016-5-5,42.77348121229979
4,6,2016-6-5,42.77348121229979
4,6,2016-7-5,42.77348121229979
4,6,2016-8-5,42.77348121229979
4,6,2016-9-5,42.77348121229979
4,6,2016-10-5,42.77348121229979
4,6,2016-11-5,42.77348121229979
4,6,2016-12-5,42.77348121229979
5,6,2016-1-6,16.27801150661773
5,6,2016-2-6,16.27801150661773
5,6,2016-3-6,16.27801150661773
5,6,2016-4-6,16.27801150661773
5,6,2016-5-6,16.27801150661773
5,6,2016-6-6,16.27801150661773
5,6,2016-7-6,16.27801150661773
5,6,2016-8-6,16.27801150661773
5,6,2016-9-6,16.27801150661773
5,6,2016-10-6,16.27801150661773
5,6,2016-11-6,16.27801150661773
5,6,2016-12-6,16.27801150661773
6,6,2016-1-7,71.70485573647099
6,6,2016-2-7,71.70485573647099
6,6,2016-3-7,71.70485573647099
6,6,2016-4-7,71.70485573647099
6,6,2016-5-7,71.70485573647099
6,6,2016-6-7,71.70485573647099
6,6,2016-7-7,71.70485573647099
6,6,2016-8-7,71.70485573647099
6,6,2016-9-7,71.70485573647099
6,6,2016-10-7,71.70485573647099
6,6,2016-11-7,71.70485573647099
6,6,2016-12-7,71.70485573647099
7,6,2016-1-8,59.72007026194477
7,6,2016-2-8,59.72007026194477
7,6,2016-3-8,59.72007026194477
7,6,2016-4-8,59.72007026194477
7,6,2016-5-8,59.72007026194477
7,6,2016-6-8,59.72007026194477
7,6,2016-7-8,59.72007026194477
7,6,2016-8-8,59.72007026194477
7,6,2016-9-8,59.72007026194477
7,6,2016-10-8,59.72007026194477
7,6,2016-11-8,59.72007026194477
7,6,2016-12-8,59.72007026194477
8,6,2016-1-9,61.32030519472767
8,6,2016-2-9,61.32030519472767
8,6,2016-3-9,61.32030519472767
8,6,2016-4-9,61.32030519472767
8,6,2016-5-9,61.32030519472767
8,6,2016-6-9,61.32030519472767
8,6,2016-7-9,61.32030519472767
8,6,2016-8-9,61.32030519472767
8,6,2016-9-9,61.32030519472767
8,6,2016-10-9,61.32030519472767
8,6,2016-11-9,61.32030519472767
8,6,2016-12-9,61.32030519472767
9,6,2016-1-10,10.76513770522779
9,6,2016-2-10,10.76513770522779
9,6,2016-3-10,10.76513770522779
9,6,2016-4-10,10.76513770522779
9,6,2016-5-10,10.76513770522779
9,6,2016-6-10,10.76513770522779
9,6,2016-7-10,10.76513770522779
9,6,2016-8-10,10.76513770522779
9,6,2016-9-10,10.76513770522779
9,6,2016-10-10,10.76513770522779
9,6,2016-11-10,10.76513770522779
9,6,2016-12-10,10.76513770522779
