0,13,2016-3-1,84.66674773685087
0,13,2016-7-1,84.66674773685087
0,13,2016-11-1,84.66674773685087
1,13,2016-3-2,87.86327142671045
1,13,2016-7-2,87.86327142671045
1,13,2016-11-2,87.86327142671045
2,13,2016-3-3,60.31933465539676
2,13,2016-7-3,60.31933465539676
2,13,2016-11-3,60.31933465539676
3,13,2016-3-4,54.38342936604248
3,13,2016-7-4,54.38342936604248
3,13,2016-11-4,54.38342936604248
4,13,2016-3-5,62.96967779220445
4,13,2016-7-5,62.96967779220445
4,13,2016-11-5,62.96967779220445
5,13,2016-3-6,19.9196185771395
5,13,2016-7-6,19.9196185771395
5,13,2016-11-6,19.9196185771395
6,13,2016-3-7,26.938599689654186
6,13,2016-7-7,26.938599689654186
6,13,2016-11-7,26.938599689654186
7,13,2016-3-8,76.88499165099981
7,13,2016-7-8,76.88499165099981
7,13,2016-11-8,76.88499165099981
8,13,2016-3-9,68.4741276964558
8,13,2016-7-9,68.4741276964558
8,13,2016-11-9,68.4741276964558
9,13,2016-3-10,7.099059714372846
9,13,2016-7-10,7.099059714372846
9,13,2016-11-10,7.099059714372846
