0,12,2016-3-1,9.024421009872441e-2
0,12,2016-7-1,9.024421009872441e-2
0,12,2016-11-1,9.024421009872441e-2
1,12,2016-3-2,-0.24298761274750147
1,12,2016-7-2,-0.24298761274750147
1,12,2016-11-2,-0.24298761274750147
2,12,2016-3-3,-0.307492928905289
2,12,2016-7-3,-0.307492928905289
2,12,2016-11-3,-0.307492928905289
3,12,2016-3-4,0.4108003538078395
3,12,2016-7-4,0.4108003538078395
3,12,2016-11-4,0.4108003538078395
4,12,2016-3-5,-0.6474421871312817
4,12,2016-7-5,-0.6474421871312817
4,12,2016-11-5,-0.6474421871312817
5,12,2016-3-6,-0.7308225966028574
5,12,2016-7-6,-0.7308225966028574
5,12,2016-11-6,-0.7308225966028574
6,12,2016-3-7,0.3474352174316304
6,12,2016-7-7,0.3474352174316304
6,12,2016-11-7,0.3474352174316304
7,12,2016-3-8,0.33802288402104375
7,12,2016-7-8,0.33802288402104375
7,12,2016-11-8,0.33802288402104375
8,12,2016-3-9,-0.522890717514215
8,12,2016-7-9,-0.522890717514215
8,12,2016-11-9,-0.522890717514215
9,12,2016-3-10,0.19812801838125704
9,12,2016-7-10,0.19812801838125704
9,12,2016-11-10,0.19812801838125704
