0,0,3,2016-2-1,-0.2275996737042958
0,0,3,2016-6-1,-0.2275996737042958
0,0,3,2016-10-1,-0.2275996737042958
1,1,3,2016-2-2,-0.4560041704447344
1,1,3,2016-6-2,-0.4560041704447344
1,1,3,2016-10-2,-0.4560041704447344
2,2,3,2016-2-3,-0.1783219627608903
2,2,3,2016-6-3,-0.1783219627608903
2,2,3,2016-10-3,-0.1783219627608903
3,3,3,2016-2-4,-0.7770763154174607
3,3,3,2016-6-4,-0.7770763154174607
3,3,3,2016-10-4,-0.7770763154174607
4,4,3,2016-2-5,-0.5687879516341412
4,4,3,2016-6-5,-0.5687879516341412
4,4,3,2016-10-5,-0.5687879516341412
5,5,3,2016-2-6,0.22762132528513446
5,5,3,2016-6-6,0.22762132528513446
5,5,3,2016-10-6,0.22762132528513446
6,6,3,2016-2-7,-0.983137237966365
6,6,3,2016-6-7,-0.983137237966365
6,6,3,2016-10-7,-0.983137237966365
7,7,3,2016-2-8,-0.8361630879430044
7,7,3,2016-6-8,-0.8361630879430044
7,7,3,2016-10-8,-0.8361630879430044
8,8,3,2016-2-9,-0.3106490979212402
8,8,3,2016-6-9,-0.3106490979212402
8,8,3,2016-10-9,-0.3106490979212402
9,9,3,2016-2-10,0.24301202256894272
9,9,3,2016-6-10,0.24301202256894272
9,9,3,2016-10-10,0.24301202256894272
10,0,3,2016-2-1,-0.4941694341039051
10,0,3,2016-6-1,-0.4941694341039051
10,0,3,2016-10-1,-0.4941694341039051
11,1,3,2016-2-2,0.13869773882523906
11,1,3,2016-6-2,0.13869773882523906
11,1,3,2016-10-2,0.13869773882523906
12,2,3,2016-2-3,-0.33326027309049233
12,2,3,2016-6-3,-0.33326027309049233
12,2,3,2016-10-3,-0.33326027309049233
13,3,3,2016-2-4,0.387654665713155
13,3,3,2016-6-4,0.387654665713155
13,3,3,2016-10-4,0.387654665713155
14,4,3,2016-2-5,0.37146221921340583
14,4,3,2016-6-5,0.37146221921340583
14,4,3,2016-10-5,0.37146221921340583
15,5,3,2016-2-6,-0.16170910313161135
15,5,3,2016-6-6,-0.16170910313161135
15,5,3,2016-10-6,-0.16170910313161135
16,6,3,2016-2-7,-0.7536028121650098
16,6,3,2016-6-7,-0.7536028121650098
16,6,3,2016-10-7,-0.7536028121650098
17,7,3,2016-2-8,-0.436476713649691
17,7,3,2016-6-8,-0.436476713649691
17,7,3,2016-10-8,-0.436476713649691
18,8,3,2016-2-9,-2.7200850453284797e-2
18,8,3,2016-6-9,-2.7200850453284797e-2
18,8,3,2016-10-9,-2.7200850453284797e-2
19,9,3,2016-2-10,-0.8849459880242869
19,9,3,2016-6-10,-0.8849459880242869
19,9,3,2016-10-10,-0.8849459880242869
20,0,3,2016-2-1,8.540389155278727e-2
20,0,3,2016-6-1,8.540389155278727e-2
20,0,3,2016-10-1,8.540389155278727e-2
21,1,3,2016-2-2,0.7413436198617693
21,1,3,2016-6-2,0.7413436198617693
21,1,3,2016-10-2,0.7413436198617693
22,2,3,2016-2-3,-0.71332939854005
22,2,3,2016-6-3,-0.71332939854005
22,2,3,2016-10-3,-0.71332939854005
23,3,3,2016-2-4,-0.7545950973516276
23,3,3,2016-6-4,-0.7545950973516276
23,3,3,2016-10-4,-0.7545950973516276
24,4,3,2016-2-5,0.26893310085085287
24,4,3,2016-6-5,0.26893310085085287
24,4,3,2016-10-5,0.26893310085085287
25,5,3,2016-2-6,-8.364299383155638e-2
25,5,3,2016-6-6,-8.364299383155638e-2
25,5,3,2016-10-6,-8.364299383155638e-2
26,6,3,2016-2-7,-0.4187145565983279
26,6,3,2016-6-7,-0.4187145565983279
26,6,3,2016-10-7,-0.4187145565983279
27,7,3,2016-2-8,1.6380240602458684e-2
27,7,3,2016-6-8,1.6380240602458684e-2
27,7,3,2016-10-8,1.6380240602458684e-2
28,8,3,2016-2-9,-0.6839714027874477
28,8,3,2016-6-9,-0.6839714027874477
28,8,3,2016-10-9,-0.6839714027874477
29,9,3,2016-2-10,-0.934283486986804
29,9,3,2016-6-10,-0.934283486986804
29,9,3,2016-10-10,-0.934283486986804
30,0,3,2016-2-1,9.30023811449574e-2
30,0,3,2016-6-1,9.30023811449574e-2
30,0,3,2016-10-1,9.30023811449574e-2
31,1,3,2016-2-2,0.17397249889082245
31,1,3,2016-6-2,0.17397249889082245
31,1,3,2016-10-2,0.17397249889082245
32,2,3,2016-2-3,-0.44634466287718255
32,2,3,2016-6-3,-0.44634466287718255
32,2,3,2016-10-3,-0.44634466287718255
33,3,3,2016-2-4,0.4893603166293887
33,3,3,2016-6-4,0.4893603166293887
33,3,3,2016-10-4,0.4893603166293887
34,4,3,2016-2-5,0.9826913246069606
34,4,3,2016-6-5,0.9826913246069606
34,4,3,2016-10-5,0.9826913246069606
35,5,3,2016-2-6,0.413456076738588
35,5,3,2016-6-6,0.413456076738588
35,5,3,2016-10-6,0.413456076738588
36,6,3,2016-2-7,0.3542447797745114
36,6,3,2016-6-7,0.3542447797745114
36,6,3,2016-10-7,0.3542447797745114
37,7,3,2016-2-8,-0.26525164551618574
37,7,3,2016-6-8,-0.26525164551618574
37,7,3,2016-10-8,-0.26525164551618574
38,8,3,2016-2-9,-0.49705697731238674
38,8,3,2016-6-9,-0.49705697731238674
38,8,3,2016-10-9,-0.49705697731238674
39,9,3,2016-2-10,-1.1692726268968112e-2
39,9,3,2016-6-10,-1.1692726268968112e-2
39,9,3,2016-10-10,-1.1692726268968112e-2
40,0,3,2016-2-1,0.6507904696193763
40,0,3,2016-6-1,0.6507904696193763
40,0,3,2016-10-1,0.6507904696193763
41,1,3,2016-2-2,0.9301031078971977
41,1,3,2016-6-2,0.9301031078971977
41,1,3,2016-10-2,0.9301031078971977
42,2,3,2016-2-3,0.47249638652201287
42,2,3,2016-6-3,0.47249638652201287
42,2,3,2016-10-3,0.47249638652201287
43,3,3,2016-2-4,-0.4482601507822541
43,3,3,2016-6-4,-0.4482601507822541
43,3,3,2016-10-4,-0.4482601507822541
44,4,3,2016-2-5,0.8294327821315901
44,4,3,2016-6-5,0.8294327821315901
44,4,3,2016-10-5,0.8294327821315901
45,5,3,2016-2-6,-0.1533123161613339
45,5,3,2016-6-6,-0.1533123161613339
